Event.Id,Accident.Number,Event.Date,Location,Injury.Severity,Registration.Number,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Make:Model
20110315X93232,DCA11WA031,2010-11-09,"Frankfurt, Germany",Non-Fatal,D-ABVT,4.0,,0.0,0.0,0.0,2.0,Boeing: 747
20101115X72424,OPS11IA101,2010-11-11,"66 NM East of Hobe Sound, FL",,N3742C,2.0,Turbo Jet,0.0,0.0,0.0,0.0,Boeing: 737-832
20101115X63952,ENG11WA003,2010-11-12,"Perth, Australia, Australia",,VH-OGO,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Boeing: 767
20101126X14552,ERA11WA073,2010-11-13,"Andahuayias, Peru",Non-Fatal,N781C,2.0,,0.0,0.0,0.0,19.0,Swearingen: SA227
20101116X51712,CEN11LA072,2010-11-15,"Minneapolis, MN",Non-Fatal,N604CZ,2.0,Turbo Fan,0.0,0.0,0.0,80.0,Embraer: ERJ 170-200 LR
20101203X51019,CEN11WA091,2010-11-19,"Birmingham, United Kingdom",Non-Fatal,G-VUEM,2.0,Turbo Fan,0.0,0.0,1.0,0.0,Cessna: 501
20101203X60119,CEN11LA092,2010-11-23,"Madison, WI",Non-Fatal,N678AE,2.0,Turbo Fan,0.0,0.0,1.0,48.0,Embraer: EMB-145LR
20101124X20432,WPR11LA058,2010-11-24,"Salt Lake City, UT",Non-Fatal,N614SK,2.0,Turbo Fan,0.0,0.0,0.0,69.0,Bombardier: CL-600-2C10
20101130X41530,ENG11WA004,2010-11-26,"Frankfurt Main (FRA), Germany",Non-Fatal,D-ABVM,4.0,,0.0,0.0,0.0,0.0,Boeing: 747
20101202X03134,ENG11WA005,2010-11-28,"Chubu, Japan, Japan",Non-Fatal,N482EV,4.0,,0.0,0.0,0.0,3.0,Boeing: 747
20101130X64248,CEN11LA085,2010-11-30,"Milwaukee, WI",Non-Fatal,N12530,2.0,Turbo Fan,0.0,9.0,1.0,19.0,Embraer: EMB-135LR
20101201X83220,CEN11IA087,2010-12-01,"Toledo, OH",Non-Fatal,N607QS,2.0,Turbo Fan,0.0,0.0,0.0,3.0,Cessna: 560XL
20101206X61618,DCA11WA010,2010-12-01,"Montreal, Canada",Non-Fatal,N901AN,2.0,Turbo Fan,0.0,0.0,0.0,111.0,Boeing: 737-823
20101203X90900,WPR11LA071,2010-12-03,"Pago Pago, Antarctica",Non-Fatal,N584HA,2.0,Turbo Fan,0.0,2.0,1.0,181.0,Boeing: 767
20101208X40921,CEN11LA099,2010-12-05,"Chicago, IL",Non-Fatal,N502MJ,2.0,Turbo Fan,0.0,0.0,0.0,37.0,Bombardier: CL-600-2C10
20101208X01208,ENG11WA006,2010-12-06,"Lisbon, Portugal, Portugal",Non-Fatal,D2-TEF,2.0,Turbo Fan,0.0,0.0,0.0,137.0,Boeing: 777
20110113X40141,DCA11WA017,2010-12-08,"Brasilia, Brazil",Non-Fatal,PR-WJU,,,0.0,0.0,0.0,125.0,Boeing: B737
20101210X92343,OPS11IA173,2010-12-09,"Covington, KY",Non-Fatal,N3731T,2.0,Turbo Jet,0.0,0.0,0.0,92.0,Boeing: 737-832
20110608X20654,DCA11WA067,2010-12-12,"Medina, Saudi Arabia",Non-Fatal,HZ-AWA1,4.0,,0.0,0.0,0.0,23.0,Boeing: 747
20101216X13836,CEN11IA111,2010-12-13,"Birmingham, AL",Non-Fatal,N498AB,2.0,Turbo Fan,0.0,0.0,0.0,3.0,Cessna: 560XL
20101230X05139,ERA11LA100,2010-12-13,"St. Thomas,",Non-Fatal,N1348L,1.0,Reciprocating,0.0,0.0,0.0,1.0,Cessna: 172
20110113X40638,DCA11WA018,2010-12-13,"Rio De Janiero, Brazil",Non-Fatal,PR-WJO,2.0,,0.0,0.0,0.0,132.0,Boeing: 737
20101215X74704,ERA11WA090,2010-12-14,"Nassau, Bahamas",Fatal,N38L,2.0,Reciprocating,2.0,0.0,0.0,0.0,Hawker Beechcraft: TC-45J
20101220X14621,DCA11CA014,2010-12-18,"Philadelphia, PA",Non-Fatal,N913WN,2.0,Turbo Fan,0.0,0.0,0.0,222.0,Boeing: 737-7H4
20110104X42106,ANC11LA006,2010-12-22,"Saint Michael, AK",Non-Fatal,N45052,2.0,Reciprocating,0.0,0.0,0.0,2.0,Piper: PA-31-350
20110105X33913,ENG11IA011,2010-12-25,"San Francisco, CA",Non-Fatal,N248WN,2.0,Turbo Fan,0.0,0.0,0.0,122.0,Boeing: 737
20110103X63450,CEN11CA136,2010-12-28,"Columbus, OH",Non-Fatal,N888CA,2.0,Reciprocating,0.0,1.0,0.0,0.0,Aero Commander: 500-B
20101229X22154,DCA11IA015,2010-12-29,"Jackson Hole, WY",Non-Fatal,N668AA,2.0,Turbo Fan,0.0,0.0,0.0,185.0,Boeing: 757-223
20110216X04353,ENG11WA017,2010-12-29,"Changchun, China,",,B-2221,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Airbus: A320
20110207X02852,OPS11IA273,2010-12-31,"Denver, CO",,C-FHKA,,,0.0,0.0,0.0,0.0,Embraer: ERJ190
20110104X53752,ANC11LA007,2011-01-03,"New Stuyahok, AK",Non-Fatal,N9001,2.0,Reciprocating,0.0,0.0,0.0,1.0,Hawker Beechcraft: E18S-9700
20110502X93814,DCA11FA050,2011-01-03,"Los Angeles, CA",Non-Fatal,N831NN,2.0,Turbo Fan,0.0,0.0,0.0,165.0,Boeing: 737-823
20110105X40356,ANC11LA008,2011-01-04,"Platinum, AK",Non-Fatal,N9304K,1.0,Reciprocating,0.0,3.0,0.0,2.0,Piper: PA-32-300
20110107X52253,ANC11LA009,2011-01-06,"Kipnuk, AK",Non-Fatal,N715HE,1.0,Turbo Prop,0.0,0.0,0.0,6.0,Cessna: 208B
20110613X22328,DCA11WA069,2011-01-09,"Urmia, Iran (Islamic Republic of)",,EP-IRP,,,0.0,0.0,0.0,0.0,Boeing: 727
20110113X80344,DCA11WA016,2011-01-10,"East Midlands, United Kingdom",,TF-ELK,2.0,,0.0,0.0,0.0,0.0,Airbus: A300
20110119X33520,DCA11WA021,2011-01-12,"Paris, France",,,2.0,,0.0,0.0,0.0,0.0,Mcdonnell Douglas: MD
20110214X93523,DCA11WA026,2011-01-14,"Atlantic Ocean, Canada",Non-Fatal,C-GHLQ,2.0,,0.0,8.0,7.0,88.0,Boeing: 767
20110225X41656,ERA11WA164,2011-01-21,"Rio Branco, Brazil",Non-Fatal,PR-RMI,1.0,Turbo Prop,0.0,0.0,0.0,2.0,Cessna: 208B
20130425X31536,ENG13WA023,2011-01-30,"Keflavik, Iceland",Non-Fatal,TF-FIH,2.0,Turbo Fan,0.0,0.0,0.0,2.0,Boeing: 757 - 200
20110207X84026,OPS11IA271,2011-02-01,"Dayton, OH",Non-Fatal,N13964,2.0,Turbo Fan,0.0,0.0,0.0,32.0,Embraer: EMB-145LR
20110204X62230,CEN11LA173,2011-02-03,"Albuquerque, NM",Non-Fatal,N5802C,2.0,Reciprocating,0.0,0.0,0.0,1.0,Cessna: 402
20110209X55126,ENG11IA016,2011-02-09,"Minneapolis, MN",Non-Fatal,N704X,2.0,Turbo Fan,0.0,0.0,0.0,2.0,Boeing: 757-2Q8
20110210X10257,DCA11RA025,2011-02-10,"Cork, Ireland",Fatal,EC-ITP,2.0,,6.0,0.0,6.0,0.0,Swearingen: SA227
20110218X13630,WPR11LA139,2011-02-10,"Ni'ihau, HI",Non-Fatal,JA603J,2.0,Turbo Jet,0.0,6.0,1.0,243.0,Boeing: 767-300
20110222X14949,DCA11WA028,2011-02-14,"Pekanbaru, Indonesia",Non-Fatal,PK-LFI,2.0,,0.0,0.0,0.0,216.0,Boeing: 737
20110222X15822,DCA11WA029,2011-02-15,"Pekanbaru, Indonesia",Non-Fatal,PK-LHH,2.0,,0.0,0.0,0.0,226.0,Boeing: 737
20110317X95254,DCA11WA033,2011-02-16,"Madinah, Saudi Arabia",Non-Fatal,HZ-AIS,,,0.0,0.0,0.0,278.0,Boeing: 747
20110216X63715,WPR11LA136,2011-02-16,"Twin Falls, ID",Non-Fatal,N7153Z,1.0,Reciprocating,0.0,2.0,0.0,0.0,Piper: PA18
20110219X32035,ERA11CA152,2011-02-19,"North Fayston, VT",Non-Fatal,N706JB,2.0,Turbo Fan,0.0,1.0,1.0,117.0,Airbus: A320-232
20110222X20316,CEN11IA198,2011-02-21,"Southlake, TX",Non-Fatal,N945AN,2.0,Turbo Fan,0.0,0.0,0.0,145.0,Boeing: 737-823
20110919X53553,ENG11WA049,2011-02-21,"Casablanca, Morocco, Macao",Non-Fatal,CN-ROR,2.0,,0.0,0.0,0.0,110.0,Boeing: 737
20110224X54547,CEN11FA202,2011-02-24,"Independence, MO",Non-Fatal,N6149B,1.0,Reciprocating,0.0,1.0,0.0,0.0,Cessna: T210M
20110329X33129,DCA11CA036,2011-02-25,"New York, NY",Non-Fatal,N957UW,2.0,Turbo Fan,0.0,0.0,1.0,92.0,Embraer: ERJ 190-100 IGW
20110228X54428,WPR11LA149,2011-02-28,"Naches, WA",Non-Fatal,N684DA,2.0,Turbo Fan,0.0,1.0,1.0,188.0,Boeing: 757-232
20110312X24318,CEN11LA223,2011-03-04,"Houston, TX",Non-Fatal,XA-TWH,2.0,Turbo Jet,0.0,0.0,0.0,6.0,Learjet: 25
20120808X74121,CEN11WA691,2011-03-08,"Lausanne, Eswatini",Non-Fatal,N747AW,1.0,Turbo Prop,0.0,0.0,0.0,3.0,Piper: PA46-500TP
20110310X55313,WPR11FA158,2011-03-10,"Bakersfield, CA",Non-Fatal,N930FE,1.0,Turbo Prop,0.0,0.0,0.0,1.0,Cessna: 208B
20110311X33741,WPR11FA159,2011-03-11,"Seattle, WA",Non-Fatal,N671AV,2.0,Turbo Prop,0.0,0.0,0.0,1.0,Fairchild: SA227-AC
20110324X53002,OPS11IA410,2011-03-11,"ATLANTA, GA",Non-Fatal,N693DL,2.0,Turbo Fan,0.0,0.0,0.0,130.0,Boeing: 757-232
20110927X03113,DCA11WA104,2011-03-13,"Toronto, Canada",,C-FTAH,,,0.0,0.0,0.0,0.0,Boeing: 737
20110317X14552,ENG11IA021,2011-03-17,"Pittsburgh, PA",Non-Fatal,N339NG,2.0,Turbo Prop,0.0,0.0,0.0,40.0,Bombardier: DHC 8 402
20110318X05118,CEN11IA234,2011-03-18,"Akron, OH",Non-Fatal,N11187,2.0,Turbo Fan,0.0,0.0,0.0,46.0,Embraer: EMB-145XR
20110323X24235,DCA11FA035,2011-03-23,"Albuquerque, NM",Non-Fatal,N173UP,2.0,Turbo Fan,0.0,0.0,0.0,2.0,Airbus: F4-622R
20110407X35115,CEN11LA273,2011-03-23,"Aberdeen, SD",Non-Fatal,N4057C,2.0,Reciprocating,0.0,0.0,0.0,4.0,Cessna: 414A
20110328X80923,CEN11LA250,2011-03-26,"Kansas City, MO",Non-Fatal,N931AE,2.0,Turbo Fan,0.0,0.0,1.0,51.0,Embraer: EMB-145LR
20110330X05145,OPS11IA428,2011-03-27,"Orlando, FL",Non-Fatal,N293WN,2.0,Turbo Fan,0.0,0.0,0.0,145.0,Boeing: 737-7H4
20110330X44100,ERA11FA218,2011-03-30,"Pikeville, KY",Fatal,N1914G,2.0,Reciprocating,2.0,0.0,0.0,0.0,Cessna: 310R
20110330X93656,ERA11FA219,2011-03-30,"Greensboro, NC",Fatal,N569JL,2.0,Reciprocating,2.0,0.0,0.0,0.0,Hawker Beechcraft: 58
20110404X13555,CEN11IA264,2011-03-30,"Detroit, MI",Non-Fatal,N8505Q,2.0,Turbo Fan,0.0,0.0,0.0,27.0,Bombardier: CL-600-2B19
20110401X24330,DCA11MA039,2011-04-01,"Yuma, AZ",Non-Fatal,N632SW,2.0,Turbo Fan,0.0,2.0,0.0,120.0,Boeing: 737
20110407X95823,DCA11FA072,2011-04-02,"Phoenix, AZ",Non-Fatal,N7264V,2.0,Turbo Fan,0.0,0.0,0.0,49.0,Bombardier: CL600 2B19
20110406X54825,CEN11IA270,2011-04-03,"Dubuque, IA",Non-Fatal,N377SK,2.0,Turbo Jet,0.0,0.0,0.0,47.0,Embraer: EMB-135KL
20110404X21934,DCA11IA040,2011-04-04,"New Orleans, LA",Non-Fatal,N409UA,2.0,Turbo Fan,0.0,0.0,0.0,109.0,Airbus: A320
20110407X41107,DCA11WA041,2011-04-04,"Bucharest, Romania",Non-Fatal,YR-BGD,2.0,,0.0,0.0,0.0,83.0,Boeing: B737
20110408X50236,DCA11WA042,2011-04-07,"Hamburg, Germany",Non-Fatal,D-ABEH,2.0,,0.0,0.0,0.0,86.0,Boeing: B737
20110411X70103,DCA11WA043,2011-04-10,"Paris, France",Non-Fatal,C-FIVM,,,0.0,0.0,0.0,361.0,Boeing: B777
20110418X12310,WPR11LA203,2011-04-11,"Pacific Ocean,",Non-Fatal,N766AN,2.0,Turbo Fan,0.0,2.0,2.0,227.0,Boeing: 777-223
20110412X23201,DCA11LA045,2011-04-12,"Jamaica, NY",Non-Fatal,F-HPJD,4.0,Turbo Fan,0.0,0.0,0.0,576.0,Airbus: A380
20110412X23615,ERA11LA240,2011-04-12,"Richmond, VA",Non-Fatal,N3547C,2.0,Reciprocating,0.0,0.0,1.0,0.0,Piper: PA-31-350
20110427X00228,DCA11WA048,2011-04-14,"Barcelona, Spain",,N366AA,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Boeing: 767 323
20110421X15324,ANC11LA027,2011-04-15,"Cold Bay, AK",Non-Fatal,N81052,1.0,Reciprocating,0.0,0.0,0.0,1.0,Piper: PA-32-301
20110417X11718,ERA11CA247,2011-04-17,"Cheltenham, MD",Non-Fatal,N200UU,2.0,Turbo Fan,0.0,0.0,1.0,185.0,Boeing: 757-2B7
20110420X20702,DCA11WA046,2011-04-17,"Copenhagen, Denmark",Non-Fatal,B2078,2.0,,0.0,0.0,0.0,5.0,Boeing: 777
20110426X00245,ERA11WA265,2011-04-21,"Manaus, Brazil",Fatal,PT-EFS,2.0,,7.0,0.0,0.0,0.0,Embraer: EMB-810C
20110426X03427,ERA11LA266,2011-04-25,"New York, NY",Non-Fatal,N807NW,2.0,Turbo Fan,0.0,0.0,1.0,275.0,Airbus: A330-323
20110503X22024,DCA11WA051,2011-04-25,"Stockholm, Sweden",,EI-DAD,2.0,,0.0,0.0,0.0,0.0,Boeing: 737
20110426X53639,DCA11IA047,2011-04-26,"Chicago, IL",Non-Fatal,N799SW,2.0,Turbo Fan,0.0,0.0,0.0,139.0,Boeing: 737-7Q8
20110428X00638,CEN11CA309,2011-04-27,"El Paso, TX",Non-Fatal,N208TF,1.0,Turbo Prop,0.0,0.0,0.0,1.0,Cessna: 208B
20110502X93712,ERA11FA274,2011-05-02,"Miami Gardens, FL",Fatal,N18R,2.0,Reciprocating,1.0,0.0,0.0,0.0,Hawker Beechcraft: E18S
20110531X40711,ENG11WA031,2011-05-05,"Lahore, Pakistan",Non-Fatal,HZ-AIR,4.0,Turbo Fan,0.0,0.0,0.0,18.0,Boeing: 747
20110510X84704,DCA11FA052,2011-05-06,"Greenville, MS",Non-Fatal,N12221,2.0,,0.0,0.0,0.0,2.0,Boeing: 737
20110510X01046,DCA11FA053,2011-05-09,"Chillicothe, MO",Non-Fatal,N801UA,2.0,Turbo Fan,0.0,0.0,1.0,124.0,Airbus: A319
20110510X45151,DCA11WA054,2011-05-10,"Fukuoka, Japan",,JA602A,,,0.0,0.0,0.0,0.0,Boeing: 767
20110513X41407,ERA11CA296,2011-05-12,"Atlanta, GA",Non-Fatal,N308DE,2.0,Turbo Fan,0.0,0.0,0.0,298.0,Boeing: 737-732
20110525X44500,DCA11WA061,2011-05-12,"Tao-Yuan, Taiwan (Province of China)",Non-Fatal,B-17917,2.0,,0.0,0.0,0.0,101.0,Boeing: MD-90
20110518X94643,OPS11IA552,2011-05-16,"CHICAGO, IL",Non-Fatal,N905SW,2.0,Turbo Fan,0.0,0.0,0.0,63.0,Bombardier: CL-600-2B19
20110615X10113,DCA11CA070,2011-05-16,"Baltimore, MD",Non-Fatal,N351NG,2.0,Turbo Prop,0.0,0.0,1.0,3.0,Dehavilland: DHC8
20110517X80339,CEN11IA341,2011-05-17,"Denver, CO",Non-Fatal,N218YV,2.0,Turbo Prop,0.0,0.0,0.0,11.0,Hawker Beechcraft: 1900D
20110525X45514,DCA11WA062,2011-05-20,"Dublin, Ireland",Non-Fatal,EI-DLI,2.0,,0.0,0.0,0.0,66.0,Boeing: B737
20110613X64905,ENG11IA032,2011-05-21,"Peach Springs, AZ",Non-Fatal,N178GC,2.0,Turbo Prop,0.0,0.0,0.0,17.0,Dehavilland: DHC-6-300
20120416X81704,DCA11WA117,2011-05-21,"Dublin, Ireland",Non-Fatal,EI-DPT,2.0,,0.0,0.0,0.0,2.0,Boeing: 737
20110523X21948,WPR11FA232,2011-05-23,"Monument Valley, UT",Non-Fatal,N803AN,1.0,Reciprocating,0.0,3.0,3.0,0.0,Cessna: T207A
20110525X42547,DCA11CA060,2011-05-23,"Boone, NC",Non-Fatal,N623DL,2.0,Turbo Fan,0.0,1.0,1.0,185.0,Boeing: 757
20110525X21312,WPR11FA236,2011-05-25,"Sedona, AZ",Non-Fatal,N224MD,2.0,Turbo Fan,0.0,0.0,2.0,3.0,Embraer: EMB-500
20110525X85612,ERA11FA312,2011-05-25,"Murphy, NC",Fatal,N77AR,2.0,Reciprocating,4.0,0.0,0.0,0.0,Hawker Beechcraft: 58
20110527X64138,DCA11WA064,2011-05-26,"Brussels, Belgium",Non-Fatal,SP-LLB,2.0,,0.0,0.0,0.0,5.0,Boeing: 737
20110530X03238,ENG11WA029,2011-05-26,"Seoul, Korea, South Korea",,HL7553,2.0,,0.0,0.0,0.0,0.0,Airbus: A330
20110615X55541,ANC11LA048,2011-05-28,"Bettles Field, AK",Non-Fatal,N87AW,1.0,Turbo Prop,0.0,0.0,0.0,2.0,Dehavilland: DHC-3T
20110701X11957,WPR11LA300,2011-05-31,"Los Angeles, CA",Non-Fatal,N526UA,2.0,Turbo Fan,0.0,0.0,0.0,190.0,Boeing: 757-222
20110603X52158,CEN11IA369,2011-06-03,"Chicago, IL",Non-Fatal,N607AE,2.0,Turbo Jet,0.0,0.0,0.0,52.0,Embraer: EMB-145
20110607X73034,ERA11CA327,2011-06-06,"Florence, SC",Non-Fatal,N929LR,2.0,Turbo Fan,0.0,0.0,1.0,88.0,Bombardier: CL600-2D24
20110607X83931,CEN11IA379,2011-06-07,"Milwaukee, WI",Non-Fatal,N866AS,2.0,Turbo Fan,0.0,0.0,0.0,44.0,Bombardier: CL-600-2B19
20110614X25647,CEN11CA387,2011-06-10,"Waukegan, IL",Non-Fatal,N23WS,2.0,Turbo Prop,0.0,0.0,0.0,6.0,Hawker Beechcraft: B200
20110720X51159,DCA11WA086,2011-06-11,"Mumbai, India",Non-Fatal,D-ALCS,,,0.0,0.0,0.0,3.0,Mcdonnell Douglas: MD11 - F
20110621X32040,DCA11CA073,2011-06-12,"San Fransico, CA",Non-Fatal,N571UA,2.0,Turbo Jet,0.0,0.0,0.0,190.0,Boeing: 757-222
20110615X31614,OPS11IA653,2011-06-14,"Fairbanks, AK",Non-Fatal,N121WV,2.0,Turbo Prop,0.0,0.0,0.0,12.0,Hawker Beechcraft: 1900C
20110621X20741,ENG11IA035,2011-06-21,"Atlanta, GA",Non-Fatal,N6714Q,2.0,Turbo Fan,0.0,3.0,0.0,175.0,Boeing: 757-232
20110628X11855,ERA11CA367,2011-06-22,"Miami, FL",Non-Fatal,N884DA,2.0,Turbo Fan,0.0,0.0,1.0,126.0,Mcdonnell Douglas: MD88
20110629X01453,OPS11IA686,2011-06-27,"Apache Junction, AZ",,N416NV,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Mcdonnell Douglas: DC-9-83(MD-83)
20110707X73359,ANC11CA057,2011-06-27,"Talkeetna, AK",Non-Fatal,N561TA,1.0,Reciprocating,0.0,0.0,0.0,8.0,Dehavilland: DHC-2 MK 1
20110630X70006,WPR11CA299,2011-06-30,"Casper, WY",Non-Fatal,N59798,2.0,Reciprocating,0.0,0.0,0.0,1.0,Piper: PA-31-350
20110711X20245,DCA11RA080,2011-07-08,"Kisangani, Central Africa",Fatal,9Q-COP,3.0,,77.0,0.0,0.0,35.0,Boeing: 727
20110711X31810,ANC11LA061,2011-07-09,"Anchorage, AK",Non-Fatal,N9129M,1.0,Reciprocating,0.0,3.0,0.0,2.0,Cessna: U206E
20110711X41528,ANC11FA062,2011-07-10,"Port Alsworth, AK",Non-Fatal,N76RA,2.0,Reciprocating,0.0,0.0,0.0,13.0,Piper: PA-31-350
20120514X44333,DCA11WA119,2011-07-10,"Benin, Nigeria",,5N-BEX,,,0.0,0.0,0.0,0.0,Hawker Beechcraft: HS125
20110815X13832,DCA11WA096,2011-07-11,"Stockholm, Sweden",Non-Fatal,EI-DHG,2.0,,0.0,0.0,1.0,0.0,Boeing: 737
20110715X40120,DCA11CA084,2011-07-14,"Boston, MA",Non-Fatal,N132EV,2.0,Turbo Fan,0.0,0.0,0.0,291.0,Bombardier: CL600 2D24
20110718X90609,ERA11LA405,2011-07-17,"Matinicus Island, ME",Non-Fatal,N910TA,1.0,Reciprocating,0.0,3.0,1.0,0.0,Cessna: U206G
20110726X00326,ENG11WA040,2011-07-21,"Palma de Mallorca Airport, Spain",,G-GDFC,,,0.0,0.0,0.0,0.0,Boeing: 737
20110719X64022,DCA11WA088,2011-07-26,"PEMIR, Latvia",Non-Fatal,YL-BBR,,,0.0,0.0,0.0,144.0,Boeing: 737
20110817X70753,ENG11WA044,2011-07-26,"Liege, Belium, Belgium",,4X-ICO,4.0,Turbo Fan,0.0,0.0,0.0,0.0,Boeing: 747-230F
20110728X25504,DCA11RA087,2011-07-27,"Jeju Island, South Korea",Fatal,HL-7604,4.0,,2.0,0.0,0.0,0.0,Boeing: 747
20110729X51123,DCA11WA090,2011-07-29,"Cairo, Egypt",Non-Fatal,SU-GBP,2.0,,0.0,0.0,0.0,319.0,Boeing: 777
20110730X60307,DCA11FA091,2011-07-29,"Tangshan, China",Non-Fatal,N173UA,4.0,Turbo Fan,0.0,4.0,1.0,380.0,Boeing: 747-422
20110730X61108,DCA11RA092,2011-07-30,"Georgetown, Guyana",Non-Fatal,9Y-PBM,2.0,,0.0,0.0,1.0,161.0,Boeing: 737
20110818X61220,ANC11TA079,2011-08-03,"Northway, AK",Non-Fatal,N723DR,1.0,Reciprocating,0.0,0.0,0.0,5.0,Dehavilland: DHC-2 MK. I(L20A)
20110808X94427,ENG11IA043,2011-08-06,"Atlanta, GA",Non-Fatal,N676MC,2.0,Turbo Jet,0.0,0.0,0.0,0.0,Mcdonnell Douglas: DC-9-51
20110809X50704,OPS11IA819,2011-08-08,"Chicago, IL",Non-Fatal,N377SK,2.0,Turbo Jet,0.0,0.0,0.0,84.0,Embraer: EMB-135KL
20110815X51728,ANC11FA077,2011-08-14,"McGrath, AK",Fatal,N91099,1.0,Reciprocating,2.0,0.0,4.0,0.0,Cessna: 207
20110818X92054,ENG11WA045,2011-08-15,"Lyon, France, France",,F-GRZH,2.0,,0.0,0.0,0.0,0.0,Bombardier: CRJ701
20110821X13149,DCA11RA097,2011-08-20,"Resolute, Canada",,CGNWN,2.0,,0.0,0.0,0.0,0.0,Boeing: 737
20110823X71723,ERA11WA470,2011-08-20,"Region del Bio Bio, Chile",Fatal,CC-CTT,2.0,Reciprocating,2.0,0.0,0.0,0.0,Piper: PA30
20110822X30734,ANC11LA084,2011-08-21,"Dillingham, AK",Non-Fatal,N139F,2.0,Reciprocating,0.0,0.0,0.0,4.0,Grumman: G-44
20110830X63935,ENG11IA047,2011-08-29,"Moline, IL",Non-Fatal,N27152,2.0,Turbo Fan,0.0,0.0,0.0,53.0,Embraer: EMB145
20110902X54326,CEN11IA615,2011-09-01,"Baton Rouge, LA",Non-Fatal,N875AS,2.0,Turbo Fan,0.0,0.0,0.0,53.0,Bombardier: CL-600-2B19
20110904X00636,ANC11FA091,2011-09-02,"Nightmute, AK",Fatal,N207DR,1.0,Turbo Prop,1.0,0.0,0.0,1.0,Cessna: 208B
20110907X15938,CEN11WA628,2011-09-04,"Ottawa, Canada",Non-Fatal,N840HK,2.0,Turbo Fan,0.0,0.0,0.0,47.0,Embraer: EMB-145LR
20120224X42146,DCA11CA116,2011-09-06,"Cape Coral, FL",Non-Fatal,N936WN,2.0,Turbo Fan,0.0,0.0,1.0,141.0,Boeing: 737 7H4
20110930X30333,WPR11WA475,2011-09-09,"Wamean, West Papua, Indonesia",Fatal,PK-VVE,1.0,,2.0,0.0,0.0,0.0,Cessna: 208B
20110912X61152,ANC11CA101,2011-09-10,"Yakota, Japan",Non-Fatal,N71CX,4.0,Turbo Jet,0.0,0.0,1.0,36.0,Mcdonnell Douglas: DC-8-62F
20111013X11758,DCA11WA110,2011-09-12,"Montauk, AO",Non-Fatal,OE-LPB,,,0.0,0.0,2.0,272.0,Boeing: 777
20110915X73207,ANC11LA103,2011-09-15,"Beluga, AK",Non-Fatal,N1779R,1.0,Reciprocating,0.0,0.0,0.0,3.0,Cessna: U206G
20110917X35742,CEN11IA649,2011-09-17,"Chicago, IL",Non-Fatal,C-FGYL,2.0,Turbo Fan,0.0,0.0,0.0,140.0,Airbus: A320-211
20110919X65108,DCA11RA100,2011-09-17,"Quito, Spain",Non-Fatal,HC-CEZ,2.0,Turbo Fan,0.0,0.0,5.0,97.0,Embraer: E190
20110919X31136,DCA11WA099,2011-09-19,"Cusco, Peru",,N493TA,2.0,,0.0,0.0,0.0,0.0,Airbus: A320
20110924X03755,ANC11FA107,2011-09-24,"Kodiak, AK",Fatal,N361TT,1.0,Turbo Prop,1.0,1.0,1.0,0.0,Dehavilland: DHC-3T
20110926X92508,DCA11WA103,2011-09-25,"Bishankhunarayan, Nepal",Fatal,9N-AEK,,,19.0,0.0,0.0,0.0,Hawker Beechcraft: 1900
20110927X91721,ENG11IA051,2011-09-26,"Denver, CO",Non-Fatal,N526UA,2.0,Turbo Fan,0.0,0.0,0.0,185.0,Boeing: 757-222
20111001X72953,DCA11WA107,2011-09-26,"Puerto Ordaz, Venezuela",Non-Fatal,YV-136T,,Turbo Jet,0.0,0.0,0.0,130.0,Boeing: DC-9
20110930X20857,ERA11CA511,2011-09-29,"Miami, FL",Non-Fatal,N804NN,2.0,Turbo Fan,0.0,0.0,1.0,165.0,Boeing: 737-823
20111005X11451,ERA12FA007,2011-10-05,"Matinicus Island, ME",Fatal,N70437,1.0,Reciprocating,1.0,0.0,0.0,0.0,Cessna: 207A
20111018X03714,ERA12CA038,2011-10-07,"Atlanta, GA",Non-Fatal,N922DL,2.0,Turbo Fan,0.0,0.0,0.0,81.0,Mcdonnell Douglas: MD-88
20111011X01145,ENG12IA001,2011-10-10,"Atlanta, GA",Non-Fatal,N553NW,2.0,Turbo Jet,0.0,0.0,0.0,182.0,Boeing: 757-251
20120731X03739,ENG12RA028,2011-10-10,"Antalya, Turkey",,TC-SKF,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Boeing: 737
20120427X23829,WPR12WA186,2011-10-20,"Karachi, Pakistan",Non-Fatal,AP_BDK,2.0,,0.0,0.0,0.0,3.0,Piper: PA-34-220T
20111020X14740,ERA12CA044,2011-10-20,"New York, NY",Non-Fatal,N253AY,2.0,Turbo Jet,0.0,0.0,1.0,215.0,Boeing: 767-2B7
20111024X74546,ENG12IA003,2011-10-23,"Detroit, MI",Non-Fatal,N661US,4.0,Turbo Jet,0.0,0.0,0.0,394.0,Boeing: 747-451
20111027X01810,ENG12IA004,2011-10-23,"Atlanta, GA",Non-Fatal,N751EV,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Bombardier: CL600 2C10
